t,power,slowness,back_azi
2020-01-01T01:30:50.265000Z,7273177.45453,0.08,138.0
2020-01-01T01:30:50.275000Z,6444248.02041,0.12,141.0
2020-01-01T01:30:50.285000Z,6413291.59565,0.12,138.0
2020-01-01T01:30:50.295000Z,6374790.43092,0.08,135.0
2020-01-01T01:30:50.305000Z,6146646.9548,0.08,135.0
2020-01-01T01:30:50.315000Z,2720154.56989,0.08,135.0
2020-01-01T01:30:50.325000Z,1646536.98456,0.08,135.0
2020-01-01T01:30:50.335000Z,1001224.31606,0.28,120.0
2020-01-01T01:30:50.345000Z,956309.194671,0.28,120.0
2020-01-01T01:30:50.355000Z,806482.541787,0.28,120.0
2020-01-01T01:30:50.365000Z,712321.26342,0.8,135.0
2020-01-01T01:30:50.375000Z,688520.22547,0.56,123.0
2020-01-01T01:30:50.385000Z,714560.76029,0.56,123.0
2020-01-01T01:30:50.395000Z,577706.780606,0.56,123.0
2020-01-01T01:30:50.405000Z,607242.433433,0.56,123.0
2020-01-01T01:30:50.415000Z,571998.592119,0.92,102.0
2020-01-01T01:30:50.425000Z,656718.062488,0.88,102.0
2020-01-01T01:30:50.435000Z,642712.821282,0.24,237.0
2020-01-01T01:30:50.445000Z,604687.829408,0.2,228.0
2020-01-01T01:30:50.455000Z,579914.187532,0.24,231.0
2020-01-01T01:30:50.465000Z,543585.825612,0.2,225.0
2020-01-01T01:30:50.475000Z,490506.260741,0.92,126.0
2020-01-01T01:30:50.485000Z,581439.821449,0.76,207.0
2020-01-01T01:30:50.495000Z,656831.724937,0.12,72.0
2020-01-01T01:30:50.505000Z,727147.544011,0.12,69.0
2020-01-01T01:30:50.515000Z,714881.258134,0.12,66.0
2020-01-01T01:30:50.525000Z,778936.395545,0.12,69.0
2020-01-01T01:30:50.535000Z,735407.466333,0.12,63.0
2020-01-01T01:30:50.545000Z,634006.989849,0.16,174.0
2020-01-01T01:30:50.555000Z,607729.082626,0.16,171.0
2020-01-01T01:30:50.565000Z,599462.711634,0.44,30.0
2020-01-01T01:30:50.575000Z,755775.650055,0.8,42.0
2020-01-01T01:30:50.585000Z,620977.428507,1.0,129.0
2020-01-01T01:30:50.595000Z,667001.110109,0.16,201.0
2020-01-01T01:30:50.605000Z,1582041.43129,0.2,141.0
2020-01-01T01:30:50.615000Z,3712081.39494,0.2,141.0
2020-01-01T01:30:50.625000Z,4090438.07448,0.2,141.0
2020-01-01T01:30:50.635000Z,4313343.77493,0.2,144.0
2020-01-01T01:30:50.645000Z,4376159.36532,0.2,144.0
2020-01-01T01:30:50.655000Z,4619497.73347,0.24,144.0
2020-01-01T01:30:50.665000Z,4727610.29528,0.24,144.0
2020-01-01T01:30:50.675000Z,4755139.64982,0.24,141.0
2020-01-01T01:30:50.685000Z,4896818.61369,0.2,144.0
2020-01-01T01:30:50.695000Z,5266662.13468,0.2,144.0
2020-01-01T01:30:50.705000Z,5439122.27626,0.24,141.0
2020-01-01T01:30:50.715000Z,5435986.78677,0.24,141.0
2020-01-01T01:30:50.725000Z,4541346.34745,0.24,141.0
2020-01-01T01:30:50.735000Z,4017956.93825,0.24,141.0
2020-01-01T01:30:50.745000Z,3585910.10793,0.24,144.0
2020-01-01T01:30:50.755000Z,3436037.77404,0.24,144.0
2020-01-01T01:30:50.765000Z,3739252.73981,0.2,147.0
2020-01-01T01:30:50.775000Z,13911793.3552,0.28,222.0
2020-01-01T01:30:50.785000Z,22316541.2464,0.28,219.0
2020-01-01T01:30:50.795000Z,24467019.3283,0.28,222.0
